post_id,username,platform,content_type,caption,hashtags,time_of_post,day_of_week,location,followers_count,following_count,likes,comments,shares,saves,video_views,is_sponsored,ad_spend,engagement_rate,popularity_score
Ex24Skj4cx,NYY8bF,Facebook,Text,Ha2wJXkNrzfWR4NkyDtaUBe439w4wSix,#exj #ydogy #ryxkejdj #wjdjwgwoyt #tshssstdu,18:18,,London,259234.0,1998.0,45369.0,5481.0,3244.0,1348.0,510184.0,0.0,33.9,0.3733,17.0
dl0qttaekS,OHoCwH,TikTok,Poll,UeEvG1P0JPR3bnH91fqL9HlUMbKU5t0F1QgFv8Gf0BwtY0EPL46cRUfPGQt9sQHPkPz3zKdyFLXiRBzLul0GnDJdsBjp40BWD,#gktpejgu #tgjre #hqqsccv,02:51,,Mumbai,74525.0,2794.0,40101.0,,4225.0,1931.0,574408.0,0.0,848.01,0.9832,63.0
R8gXAlXcB3,x805se,Facebook,Video,o70idctQHnix55kmxxDDQiAcomKdpN0F0cYQz1Gopg2Zu3tJl49Tqpl4kD9AXbJVl4lA3nkoegxUQzemcVVUNRnsakgnALRv,#wfgs #ttmgdjxexh #ifpeolgs #aykgt #vgsr,10:52,Sunday,Berlin,386115.0,4986.0,19181.0,2095.0,4745.0,1578.0,357035.0,0.0,921.04,0.8244,
FkVI7eKv6u,uiGsdz,Twitter,Poll,4owJOgsIw9O8IQ9DtRZ18c5oJpGyzhTteUtI1RQ6ZnusQcTg12m7GlkyR0ps10SwQoXb5E85zK6,#juszaovld,12:18,Saturday,Mumbai,,2428.0,24291.0,3957.0,140.0,351.0,624444.0,1.0,974.62,,85.0
A69FDd4P5Q,42nhwT,TikTok,Poll,hOyggUTmSsBbjTo79SMy6QfD8RyYWd3uc1MfvwQO,#zjsywl #ivobd,,Tuesday,New York,653981.0,,48542.0,9660.0,2038.0,,988479.0,1.0,824.81,,60.0
fcB96QybAa,UvXdTM,Facebook,Story,glHyvTdVpoymW0I4DUGciaeoY6VA61,#lmwgsf #ccnlhk,10:03,Friday,Berlin,584274.0,2996.0,36913.0,7003.0,2720.0,1678.0,511749.0,1.0,301.07,0.1113,12.0
VrR6QWkZSd,5gGMb6,Facebook,Story,MfLlvterjTkTEgdV3VXVoN4wrZrjMkRYr7wce8KSmARZ4Ujjza2zUakfdZa766gStdSJoDW3k5PKBNwcZggt,#gdjy,09:53,Tuesday,,486790.0,1245.0,16191.0,3732.0,3123.0,1607.0,342382.0,1.0,880.27,0.3389,83.0
Saez1xfY3N,SM96pH,Instagram,Video,9Anq4F1KrVVipLQgxYuzelLKbw,#chcpc,19:32,Thursday,Mumbai,192455.0,2653.0,14587.0,8258.0,2992.0,1785.0,303330.0,0.0,793.29,0.0036,47.0
0c4RVatWly,6ZWrZo,,,xfNUiKoHy3VetEmlWVZY7EYxYdM6zT83s7XMU,#aokjrzsm #hnawstbkyh #cbhwus #reh #jjks,02:54,,Berlin,931830.0,4155.0,30437.0,5328.0,,916.0,958183.0,0.0,898.76,0.8404,27.0
br8k8JAthb,,Instagram,Story,9klbud5A16Lxn08EwC39KmSwPwYUlkGUZkkQle3dKcaX7o,#qwrumofe #ibbra #sxohtftvf #cuwfia #yealxte,12:33,Friday,Berlin,815503.0,2296.0,9270.0,4700.0,390.0,1409.0,37949.0,1.0,443.81,0.2506,9.0
NYO8HRLuYK,eajQii,Instagram,Image,IdHg2Jxt6vBZxgVeZbQZukgVSIJbY,#hxqupgyqkr #uqpzbqi #afkxcldt #mwsnzjsnxb #txg,14:33,Monday,Sydney,585254.0,53.0,25558.0,5893.0,4209.0,1784.0,352014.0,0.0,654.08,0.9288,39.0
XHS17PpLRd,Cckv0I,Instagram,Poll,bgBmKyiSk9ON278SfigcpcGETJYaN4ImrVxHUCZvm4wW6p3pMbiU6dmQEuYX81fk1DftVAGoOjgZp39E5gwsWTBeXcq1O,#ompgrpmlr,19:52,Tuesday,Toronto,522029.0,2402.0,10958.0,7048.0,2314.0,420.0,218861.0,1.0,860.32,0.4479,40.0
QPoEVQM2Tm,Nt4sNq,TikTok,Story,OGzKZ0EWb4WbvRNl1cxbmGH3vlrzUulHkAKMlkQaGnUQmuF4VarCWYj4XKfg2c09DssmGAHyBDsIfjvzSzPUJ,#rruj #wxkzerf #bcuxx #tzrppiw #bramrbfxc,17:53,Tuesday,London,,1235.0,42481.0,2279.0,1219.0,451.0,447144.0,0.0,811.19,0.4896,25.0
6V2QSq62cV,k5omPd,Facebook,Video,FQHWxgLn7ZOAtdeY9R37ANN92lnFQtIjc6WIGriGWCKCJS4rkO2xp1khfeiX5fyoxrlezJW5T,#vqnqrh #nzgzpglzy,04:26,Friday,Sydney,912623.0,4014.0,13698.0,9356.0,2307.0,55.0,228345.0,0.0,71.92,0.0487,14.0
i7dJq7KiMq,rCwbeB,Instagram,Story,,#xpayijtsgg #qhcfzsdcdp #cqnabouaq,03:39,Saturday,New York,715871.0,797.0,16242.0,4253.0,1186.0,460.0,511475.0,,475.51,0.5163,68.0
tAmGsWtMCF,uLYALe,Instagram,Poll,vMgEM4jl7YxaxG0Y587Iiuw0IOCwJ2zoq6G1dBr2d0gJISxpUSBJEhJ37GvxUzbYIGjulSa5JuC5aqCrmiRjg,,05:44,Thursday,New York,248412.0,763.0,,5551.0,2084.0,603.0,717860.0,1.0,7.33,0.8148,
j8xHHGZPPp,iAmKo7,TikTok,Story,GisFgQH4TjtnFHNduCUDCmSMDqbWESy7lYMGqlF5gExLvYREs6GnYatk5yiBIR7ARKqcagpeg8,#rpumy,02:59,Saturday,New York,78145.0,4793.0,,7735.0,4649.0,508.0,692725.0,1.0,374.86,0.11,21.0
V4sstjuGJ7,yU8F80,Twitter,Story,7J18Aw3Cbkp28kOOWqqyIapFb1ZJ7AZIxtZphY38bdsITdZsLBGUD2ua1y8s7UnqfF1Fz,#fjmegzxtcn,22:19,Wednesday,Sydney,63373.0,3366.0,14543.0,8148.0,4917.0,1312.0,,1.0,989.02,0.3618,82.0
ohKTSKu9j8,,LinkedIn,,10iE2oVxMUh6uhkBgIM1AD4I1DCvdQzGAhzxvKjBpJoAs8Qaz99tSmIIUgoRvPgg9bywZNuKbkwcOLAKRdpjOrydZfX,#jteu,06:02,Friday,London,323510.0,11.0,11314.0,4290.0,1619.0,1395.0,348321.0,0.0,652.1,,91.0
CelsSJKgYX,ihtUj4,Instagram,Poll,SOd6FlBvuIeLrel1LPuNNc7J8xqCUyJ8XRh6i0c8ZbP56qzv1qcSWGQYCpJtJjzdZO,#tyugh,04:25,Monday,New York,598824.0,1140.0,7622.0,2773.0,4073.0,190.0,422794.0,,439.2,0.4782,54.0
HkU5QDMJuO,DN1t1z,Instagram,Text,lyWzIqaKkyZUbjCPQnKZ4lMFQEDmOucDwFqMteSPG,#xaof #aoeqansfca #ryrfhykma #vwpvrzwj,16:07,Saturday,Tokyo,745308.0,1724.0,45918.0,9694.0,2367.0,1359.0,407554.0,1.0,633.65,0.4417,92.0
CXJ2LoFmqf,75famT,Facebook,Text,oRcvseOC5nWq7t0LF2B4OihnoJLxoQouzZ2CerSQ3FwnzJYVr2YaPJmcr3ZHmv0ZPQJkTYyY1vItzm0bGWY,#wdyryqajw #tphycx,,Saturday,Sydney,737142.0,4969.0,49887.0,8653.0,4776.0,1616.0,616591.0,0.0,384.76,0.643,97.0
jFQkbMFBZ6,EwS8qZ,LinkedIn,Poll,nMumKJi5inuIspyM31FMCUKiwWjAN1M5yjhsHE,#divlwgm #xvienymt #aaigooibe #wyriaq #wndc,05:35,Wednesday,Berlin,549140.0,1935.0,,8034.0,1933.0,,219754.0,1.0,957.78,0.7664,95.0
Pet0Y0cuWO,IW8M61,Instagram,Poll,,#ftf #kqwexblmr #iimynxqahr,23:31,Tuesday,Sydney,238030.0,4702.0,29081.0,7842.0,362.0,284.0,103443.0,0.0,949.85,0.703,44.0
ZprkuZleSH,6vqaty,Instagram,Text,,#tvvpguer #vrizxw #cquwevta,01:32,Thursday,Tokyo,60863.0,3240.0,20189.0,7922.0,533.0,894.0,240451.0,0.0,,0.5669,17.0
WybaTPZkOu,VAj7FC,Facebook,Story,pzm9mJrcMwjkfyU9D1B9,#xvctbu #pmfbkilqqb #cynf #hso #zshbiiwg,02:25,Friday,,799962.0,880.0,37945.0,4601.0,4592.0,599.0,444057.0,1.0,137.04,0.7093,6.0
t6nsKeyaMQ,,TikTok,Image,2BKiWv6uEziOmYWUtejt8jswdgHbSgARZiBXSXhoL4yc2WME8VXak30a7866,#ybhryed #tzq,13:35,Sunday,,80496.0,1760.0,8145.0,2133.0,2412.0,499.0,679874.0,,252.6,0.9416,87.0
vUoVSgyTey,UGjB2D,LinkedIn,Video,,#hwk #olhljfaav #ulezfegqwh #vtyibv #lxraozl,01:00,Friday,Toronto,232718.0,,4831.0,7636.0,2791.0,770.0,646676.0,0.0,801.64,0.8975,27.0
vK41usZIgF,upQfZK,TikTok,Poll,oiM3b9ugs9FQYH74F0XNllmSWWEo8TK,#axdmmpnsf #ofp #hhq,04:51,Wednesday,Mumbai,7122.0,1271.0,32917.0,3007.0,4692.0,1490.0,885726.0,1.0,919.41,0.0458,89.0
ieYH1WA1Yk,DirtLI,Instagram,Text,Y3oSOAoORFDzLvot2wLGc9w,#joedjl #oteihdg,04:52,Saturday,London,662277.0,3274.0,47039.0,9063.0,1627.0,596.0,506354.0,1.0,431.85,0.5669,92.0
2scewIroE1,dcvmlG,LinkedIn,Text,uHeG1uidufNs7dFkc9wN6jkqFFyLGt8qWYy6GFZT60Ww0pEQVrDf5Vuy7aCIZMY,#trrdgmxqhx #epnijrpfnu,22:54,Saturday,Paris,646892.0,4494.0,47578.0,2078.0,2551.0,1882.0,59018.0,1.0,139.11,0.7243,
6BdLI7r3i8,bD78zU,,Video,uUzsoq7Cm4JwCDSE0ogdgr6,#kddwwmz #lky,20:42,Sunday,London,806738.0,3979.0,2327.0,1827.0,847.0,76.0,316587.0,,934.04,,
m6OiAuO07P,jeVzqz,LinkedIn,Story,,#vzjhhthweb,,Sunday,Berlin,153587.0,2354.0,46752.0,8014.0,3525.0,843.0,711762.0,1.0,55.03,0.3843,
Sn5JuWigrY,kh9F8v,Twitter,Video,eWeTR4jmKewuzCYT9XRXxTAcTwH2Pf1ymhNAEtRVPmfJb9YMdHhPEN4TnX9VllJLHCzguIfPfDDwSJHa5aeHKZri45yt,#zfddica #mzqrtck #snjvg #mbuzktsd #soqhgki,20:37,Monday,Tokyo,251771.0,65.0,29775.0,3481.0,3027.0,383.0,619635.0,1.0,36.74,0.1953,64.0
zApTRkOtu1,0EfZ9x,TikTok,Video,b9gkzR5OXgoHDg8G1Kv3oWxD2yTbeKHEfpqD1jP826fJZ1i0qH8CFlLulKzh2H9ta2kIVESSKeROqC,#gyhugyuzwf,08:13,Wednesday,Mumbai,464207.0,2827.0,45430.0,8508.0,1091.0,734.0,633198.0,1.0,26.57,0.1307,17.0
cbd2142TT4,tWIazb,Facebook,Story,,#okybrr #gpiqg #zuzyu,03:13,Wednesday,Toronto,817364.0,971.0,33986.0,3459.0,,1010.0,194209.0,0.0,254.65,0.4803,69.0
5d2TrRM2RH,fe4e1t,Facebook,Image,AQwOtU6cNTXqwwQpvmA6vIusZgljAmdspryqAOlft3aJBWOrSadTHz10K6wPLD2jT3BM6N3Dxl2fZMt1C7dzzDwkDdhaterScD,#rwdjdow,22:10,Saturday,Mumbai,940167.0,3879.0,7720.0,5915.0,3889.0,1208.0,2763.0,1.0,0.27,,81.0
A25S5sH8ZY,M1lpeT,LinkedIn,Poll,ei3bHyWFV44RGOzFsFwb0cPGt9MoaeOixxzKj,#qnqq,09:51,Sunday,New York,539646.0,536.0,30255.0,5482.0,4293.0,717.0,708846.0,1.0,506.23,0.2455,27.0
2PvptVFDRV,MkL1Im,Twitter,Image,z9jSdC9SqbvnwNY3x2irZMq9XYd0aCwX6Tc1rGM7mTsUixGv5tVxwwwv1FRuEL7HK58qB6ZBlvor5t5l,#zifellxkym #pjrxbirnio #zwnkw #nvah #ocaup,15:25,Wednesday,Tokyo,689528.0,,23143.0,7936.0,3229.0,1325.0,626052.0,0.0,111.86,0.3786,8.0
xOk2lZU84E,GvjfHz,LinkedIn,Story,JjTjqRBq8MafD8n1pFuRPWIduaTxIeXbkm4AEeBS6vk4hGX0r7lStgkNyzwnvkzsGrv7i,#celnl,12:44,Tuesday,,286974.0,2580.0,43911.0,4303.0,2021.0,269.0,598135.0,0.0,423.67,0.2695,60.0
yBLEgeAcmU,HCEZYN,Twitter,Video,PgnAXyeYGfY7UV7wgyEwWImKrO8fTMRUm6KoYbtALjiksB35pAW19jYVbO1NLAPXuNHj2G85heWV77s8AkrcGSB,#qos #kxdqraavu #osbxf,22:59,,New York,839532.0,3211.0,38824.0,9937.0,2501.0,793.0,627549.0,1.0,871.47,0.4915,52.0
AoDdL2fmok,bRk0ss,TikTok,Video,eywodGk7ZbLAZE29iQLyq8q0rVnyvS2A0t8lvy7WJviCDC6Qg0IMjoIciGWJDmDKwrkg9p4mYRj,#vvdo,09:46,Thursday,Toronto,999131.0,1299.0,23615.0,,278.0,1103.0,295252.0,1.0,426.74,,58.0
AX8BlCN1At,oYUOXk,LinkedIn,Text,RfvkIRDc1PaRHvRzsjP2axXXsLFMUUDPxX6YnapxuKVswkvMHGQp,#eyg #evubbhccl #luwwxik #knjrvi,13:58,Thursday,Sydney,685530.0,3045.0,28029.0,,3796.0,1851.0,828430.0,0.0,422.6,0.6649,54.0
unjiatl1fM,t2EGHj,Instagram,Image,juAcMIToVWiysHOo0EM3CgNSdqbPpcanEWx4DaF7QEIf806ZTmdwsmBoTkHTezy,,08:49,Wednesday,Mumbai,709721.0,1072.0,20559.0,2132.0,174.0,1576.0,330896.0,0.0,792.31,0.015,19.0
gM2MNja9fn,ElCbKe,Facebook,Image,vt8Q43TxI1QA5iPkewSHqI6e2IQuWw23tyVrZjuBa0mC0ruqBrsi1ldII49UERCGyb4szROhpC0Xm7haQ,#wtqgq #odp,18:42,Sunday,Tokyo,704254.0,2976.0,46759.0,3636.0,4208.0,1895.0,327880.0,0.0,279.29,0.2015,53.0
fqSrLRAqIW,6FY5Kc,Instagram,Story,CkYkYx3zIuVC3QwgI5DWmrTqUILDrjAKQ8MGMALUjZEoh0q,#gwwnku,12:35,Thursday,Berlin,663715.0,3794.0,10620.0,9352.0,671.0,972.0,438355.0,0.0,961.58,0.4952,10.0
l0s33yfD1e,GqtSuB,LinkedIn,Story,05MVtpgOSje5pa9uhFRzjVdKMw0Vl5T3FCMIqGKKrSl,#oasqrd #ryn #tijrzmak #tgtkafzdqn,21:03,Monday,Tokyo,582921.0,,2620.0,5600.0,2694.0,1669.0,261190.0,,85.96,0.1841,41.0
a13u54aOsi,,Twitter,Text,0LUB5cuVCJP3lLu3p3s3UV1w7tA3J7cF11yorW8qkRlJYW8IeLsNX8RCFanXjJoSZy,#jggiikkysf #kbscc #xhltp #opta,08:57,Monday,Toronto,819770.0,2765.0,44606.0,8516.0,2532.0,1284.0,493754.0,0.0,247.28,0.5854,30.0
zPZAJMs4lB,FDLyrd,LinkedIn,Story,Ep0rqqB9nl41nfpbDZXdDBjmDqzfPDKcnpScQ7fbaXvF68VIoqh62kz3bmT,#bqueewk #dyy #lcgsvkr #fbzw #smqo,22:04,Saturday,New York,15089.0,1933.0,48445.0,1471.0,1323.0,1193.0,513979.0,,289.94,0.1694,1.0
sZzkq2vc1i,Jf11p5,LinkedIn,Story,BTJeWpCg2BkRKES78Slfa6AIn8e7OAYemBrab3Tuhz1rhdQwId8WMKucTjf0nJ9,#rszqodg,05:09,Monday,Tokyo,197482.0,,35695.0,7426.0,,720.0,804945.0,0.0,563.16,0.9726,40.0
uFwIslgffo,,Twitter,Poll,0ak3ctdNng5SGf4judf1G1rq9vXva7GuP9LKYDe5KQvmStD0bvej96F4EKLrYKSqCDX9DOcSuAZLz8s,#czpxuasb #xzoqbfoarp #sqknjeeq,20:08,Wednesday,Paris,260491.0,2852.0,41167.0,5586.0,4641.0,,663164.0,1.0,102.13,0.2601,56.0
L7lV5OicU4,FYjOj0,Twitter,,XN7h5sVQdnLixDxbGmkt8i7Cyi,#eodncklm,21:35,Sunday,Sydney,871455.0,2167.0,5381.0,1240.0,4488.0,1817.0,,1.0,887.06,0.3295,94.0
ItsCJxlcmq,nLIETy,Instagram,Story,97dZeB0NuzMF14dZMGARwBI8imVREESpdwjJt5HVmKgkMnsJzY1Xm57mfWAYv3x,#pdqgiibecu #mvjhndcs #ywuw #zyh,01:50,Friday,Paris,140256.0,2141.0,34049.0,6151.0,3407.0,1796.0,,1.0,388.3,0.6575,9.0
eAoDQ70BLQ,ZtmfvV,Instagram,Story,BordWguKi5W8kmsADMbexbMAlLhOFbDvqvAPVVWoFBNcC1aD,#jbgzxd #drskdk #reudtt #ymi,05:08,Sunday,New York,236354.0,2502.0,23505.0,6580.0,307.0,1216.0,16162.0,0.0,306.38,0.569,21.0
,Chob3A,TikTok,Image,9dxf1GPK26Ip67uTKkYTA7Aq2iGFV8Fnlk5LUEAgJti7akz6r5Qydtaa6oE6UUXs3u6MelI9a9MzzOoDLle0Jt7,#yfjrehiqdo,20:11,Saturday,New York,32201.0,4617.0,10206.0,984.0,2532.0,1920.0,920832.0,1.0,916.2,0.9178,64.0
rWw9y1cHFX,IpVOSK,Twitter,Story,4dXpMjhjr80snuO1dpoqEfVojmF97hFcfj5GDRdtlrnrjoV8divEO,#kzjclk #xvp #kfozr #kcvioxob,23:20,Tuesday,Tokyo,692201.0,2212.0,17741.0,6.0,572.0,234.0,142826.0,0.0,125.32,0.2231,31.0
CTTTAVKx85,s2mZdE,Instagram,Text,3aXju8RX2b30hFj5IqWx0mwyk6QK1YmA,#gkxl #aiepgzouzn #aslpwq,10:45,Monday,Tokyo,469530.0,3993.0,6551.0,8545.0,4995.0,386.0,807322.0,0.0,933.37,0.7207,85.0
978mpAzq0u,CjshG1,LinkedIn,Video,SW6BPNEYzEOZfSVFLDekrpXR7gYhryKrxVfoVHXNaogOnn,#ezkjjz #kvxmuclo,11:00,Wednesday,Berlin,849638.0,2080.0,19198.0,9371.0,140.0,1150.0,353609.0,1.0,154.21,0.1675,
HIRefXKVeP,8elSus,Instagram,Story,fDvs8LUdbzLNK7tE6trqBA,#jeuvnmzhap #mwpk #kyd #kplxk,12:32,Saturday,Tokyo,200630.0,3797.0,24228.0,3053.0,2770.0,1598.0,99433.0,1.0,906.7,0.603,93.0
icMPyhjk7G,QfgxGd,Facebook,Poll,gSmToZEoOlGIbsYX2kMPFds7c0QKihac4Rq8ZGh9tf58iZFoFcf4YUS,#twhvuzik #xafzwcv #xaqrsjkg #wthotvsglu,06:12,Tuesday,New York,708327.0,,38494.0,7244.0,2890.0,1474.0,361860.0,1.0,648.25,0.1477,65.0
CTSMMiIyv3,H7OV0U,LinkedIn,Image,7nALLYW0kFOQvpefiHsrzuEQnr,#gzwuctqasi #fdn #itarvgh #ahdpqrpnv,12:37,Saturday,Tokyo,673134.0,4009.0,9626.0,1249.0,1673.0,988.0,323785.0,1.0,939.64,0.4973,21.0
oex2QZ9MUf,,Instagram,Poll,bUBXxseXYJLIaQDIewE7DiiVgtRBGIxRrIHdh4BA7gUTiBMnSFouakPGsbSpvTFCFWkP9QzqMf6Cy8u13rtzrwbXgLuX,#jse #yyddld #agormnvune,08:54,Wednesday,Tokyo,494932.0,3821.0,45707.0,3945.0,2969.0,1320.0,28158.0,0.0,298.17,0.1869,56.0
e6CPxk2u64,wCpyFo,Facebook,Image,Sk5FhEnaljTIqCc0ouzM80toBnYsPPqJL3,#qxhtfduv #phekwvy #ynxei,07:34,Wednesday,London,520345.0,2225.0,,2056.0,4604.0,1429.0,,1.0,66.54,0.4652,87.0
FX1PCOXKe3,dISvzY,Instagram,Text,ryJqSKWmTAtr9NXiOof737XTpbinrYLsuA7ojEpRQ,,19:59,Monday,New York,766289.0,795.0,,8133.0,876.0,159.0,957641.0,0.0,475.38,0.1108,21.0
HdLXRd6tRn,G9MiIj,LinkedIn,Text,B1QOYp8MPIMeAbiJXdehPKdReSUNmGBOS9iSIpnpj3T8SiDSWYHHOps8Uvkwg,#caobya #quag,04:46,Friday,Paris,131094.0,3226.0,18900.0,4772.0,2178.0,,686731.0,0.0,,0.2129,57.0
YESkw1Gy6k,Jl5Uxr,LinkedIn,Text,0R8LzpuI5LplAS1NBMK25vzot4hU2rhjfElsYPDC3BLEWejtmdIS48ei8Xycxr5j2E8,#ncvlxunvlk #dwrxz #vwhbfyu #heuvsvgph,09:27,Tuesday,,583927.0,778.0,18497.0,520.0,3795.0,967.0,824451.0,1.0,766.68,0.248,26.0
0QSm9xe6C4,QBPEDQ,TikTok,Story,K421cjdZLh9acsgqUyQbXhYh1NXFMUUlwfy2chn8yMxUnHgguFeHAOJ62PQ2Ob5o7XTUbJkTwhF5L9XMrqV0utquHOb,#fofk #fvas #ssjgoa #gulkmtjoa #aqwvagk,04:57,Monday,Toronto,869848.0,4884.0,12498.0,,883.0,306.0,818698.0,0.0,982.82,0.4206,
qfCiVR1DSv,q0Gi84,Twitter,Story,624lXPUEOYdHVJD5DnAo4JaysZD5zP3FPnRhxzU3fzzQMXewJeFRQkMSPiU2s,#irljp #ckdmydtc #brjnwoe,15:54,,Mumbai,119469.0,1979.0,32448.0,2384.0,4816.0,,460348.0,0.0,250.36,0.958,43.0
kFyvgDOgyC,SGTjeX,Facebook,Video,KRGrkq06VUicqNsuXW1epPA8w5vPUrwTrblV9N6uFGY9tAAjg27o,#loo,,Wednesday,Toronto,814782.0,119.0,20316.0,4990.0,3268.0,1524.0,146224.0,1.0,703.47,0.7047,31.0
,HnnvOp,TikTok,,jRgrzeFf7TO6x7yWryyxn61RoqWXo7TfMMjV1oaqF,#owyha #bvsdn #eqelkllela,05:41,,Toronto,712260.0,4492.0,43385.0,6522.0,3637.0,647.0,737267.0,1.0,479.47,0.2252,98.0
616vdRyOml,f0ubHk,Facebook,Text,dpLcXsR79L6JsupRHhRA3qLCmtHrNsda4uhI3snY82rAgd7V0sG31vYewfsSda1v2a1GhdyeZAR0v08cPAXljgIGSRZn0,#eealg #rscgsiskd #uve,05:30,Saturday,Mumbai,618142.0,4109.0,9737.0,3388.0,1033.0,1485.0,,1.0,322.13,0.5331,22.0
f8bbirhngb,LnaaBU,TikTok,Image,dQxajy9zljjI9qxh7Ow7vt0gSSYojK4j0ESt2tkii97B9LCphc6oPAah599jNMHAOysK7UUuCdCw7WahrmSuNr6QpSiXqOfVl,#qzncuim #uoscf #xoor #ewxwx,06:29,Monday,Berlin,442015.0,618.0,8651.0,4275.0,3046.0,1748.0,791484.0,0.0,183.28,0.7848,34.0
8TUBm1RcvW,VY5KOM,Facebook,Poll,e5uz9z4ESfe9iS734iRWbpd2QmjhVj,#bbcaddcidv,17:35,Friday,Tokyo,185690.0,1132.0,17302.0,2602.0,584.0,1682.0,743287.0,1.0,351.8,0.2273,24.0
B1kMDCC6G5,,TikTok,,1bfyULe4NSgJG9iBearFLRjSG2iHHuLju7DPk4Qu15d6zrL78ygV,,01:29,Saturday,New York,564241.0,245.0,37160.0,,4867.0,1206.0,463237.0,1.0,937.67,0.174,29.0
znb0WgBEen,XyUQ82,Facebook,Video,EJ4o3dMC8IYVz0W1FZz9f6T0JUb2XEuVqsb1aVmZw,#wvuliadtca,14:31,Wednesday,New York,23892.0,,12221.0,,1593.0,1514.0,46332.0,,,0.7772,
kSDj5jHKT4,1OF6Ma,Instagram,Poll,IihNErNmuexmgz0mnA1MNUGuSf510SVXdZ8QRZqbM7s5IY9aDxCa3q8pJNtUlwwxXlFvffkQQY2boGHNN,,09:22,Thursday,,422722.0,3076.0,34548.0,8546.0,119.0,1253.0,628538.0,0.0,772.58,0.9851,58.0
,teIMNr,Instagram,Video,KDUIqHg8hVGNYgMoBNMeRcxUIRuaQIntDKobPKjXJrnn0tXNiglXdbZgTaRFuYKKG45HUKemrUvXHVTCqmXDwhdFtIgl0,#zraxdwxy,12:20,Monday,Paris,518089.0,4957.0,29947.0,,3486.0,1348.0,262402.0,,372.64,0.3378,98.0
VYPGzuFwpF,fStDSV,LinkedIn,Image,4t4hdgvh9qdiyUczucahWZRhC7x98BOXPJn3fi,#mic,05:18,Monday,Mumbai,30744.0,,33967.0,104.0,4426.0,1217.0,,1.0,511.07,0.2011,21.0
iK7keliuvA,yT9aUK,Facebook,Text,C798iZ25FEfRPGdcoUHiYyCxk0IBI01lzqwPD0OrXDZsrXhJzWQs2MGwPjQGCVhphZy4vOttXXgj4KTwrKSu3czIi73ZMJH7BBI,#sumku #gzownfmajk #plep #gxtu,10:39,,Sydney,580848.0,2952.0,40683.0,3295.0,278.0,571.0,,0.0,439.81,0.3593,85.0
VtM1zHJxAW,3lL6DO,TikTok,Image,,#hhomtizau #yhjs #qyw,23:33,Sunday,,,1634.0,1028.0,7102.0,717.0,1262.0,514200.0,0.0,306.43,0.3401,44.0
cZ462IKHlp,vilmMm,TikTok,Story,CWYIjT9IdDmKr3fovu96tRtET4kDS2IJp8MdsCJL0ASNd070rJVlA7wixMgTCE8SRUiTMN0YEwZUyG6tXaMp,#axbhyfq #omhfxwikaz #qnupsy #bukwplvp,07:58,Friday,Berlin,654970.0,2825.0,17578.0,7944.0,3155.0,1601.0,,0.0,220.3,0.3476,15.0
JRRPqnm6a1,dkn4Lg,,Text,CFMqBDVvH0jlu75Dsz8mzRHPgc8tUp0QATzdoyU7tTflqHlBqd0XrMU1o7302E7cEaBaVtuuP0Z2GNyNuX,#ubiodg #hbmotft #agftapys #sikz #zehdslnayz,08:09,Thursday,London,,1146.0,28894.0,3199.0,3665.0,1863.0,785741.0,0.0,546.18,0.9085,14.0
jjZxjAGLV8,tMhTnV,Instagram,Story,bnS7mBe1DBdXxEKqlYhtAmVZlzGNd45nnZEy0bPiy3vUpUZRP9hD8MWkxUpLAniCqPoMcrrcQoJ7UXXe6dkClowZW1h2,#oexykkhcw #ntq #kgiexye #brvak,20:11,Saturday,London,840461.0,4926.0,,4168.0,4924.0,1305.0,555983.0,1.0,631.7,0.3535,74.0
GP9dEYLtW1,TBs9o7,Instagram,Image,aaLXFepBsM8PENoXpDzopRxz3xfzj7C7vg37R,#wkalobkgly #soi,07:42,Monday,Mumbai,799447.0,3916.0,25443.0,3001.0,4768.0,1417.0,234910.0,0.0,203.17,0.5446,74.0
4zoP7AhxER,133zYM,TikTok,Story,Qi0TPhMGIEugxiPPMFPxPi2f2ZeEk6dArLiJEL3oUmDh5AQB3krh4zmkILBSqo6Lfm8LUnRGFxH4nDLyMP781g5kLZPh,,05:22,Wednesday,Sydney,77971.0,1722.0,14756.0,5899.0,4623.0,1120.0,758947.0,1.0,752.16,0.5958,74.0
1AqoSXXjYh,RacpYg,LinkedIn,Text,AQegjYKJM4Zs6kMOnzdomM8x,#unxekjjzdd #wibw #vfq #veqttjtokh,09:16,Tuesday,New York,201417.0,1797.0,14787.0,9479.0,1916.0,1321.0,317498.0,0.0,116.21,0.803,55.0
BapEhlfLUm,iQukGp,Facebook,Text,eULrIzrCMA30VqOHBnfD4bFM5vteVgOVzScoxyciujyPmQzbOOMOMK1xq5sP9D47WyQONstxu3MdLmCzVu2UmtcUCTWANFyWJ1IB,#ezoasjyi #zbyjj #tslgkwkdok,17:47,Thursday,New York,980340.0,,30010.0,5868.0,4258.0,1046.0,284091.0,1.0,551.77,0.9394,35.0
v65fwI28eV,dFtGpf,TikTok,Story,snqNTt8CDhsUPc2xtFkN2wXYyh,#cjmsruqrzg #nnhiupbd #qeixcpl,15:36,,Paris,763023.0,1656.0,48556.0,1315.0,1585.0,106.0,432407.0,0.0,307.18,0.7579,17.0
